series,episode,baker_first_name,baker_last_name,baker_age,baker_occupation,hometown,signature_bake.x,technical,result,show_stopper.x,signature_bake.y,show_stopper.y
6,2,Mat,Riley,37,Fire fighter,London,"Pistachio, Cranberry and White Chocolate Biscotti",5,IN,Gingerbread Fire Engine,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine
6,2,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,"Coconut, Fennel and Pistachio Biscotti",9,IN,Box of Fortunes,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes
6,2,Paul,Jagger,49,Prison governor,"Swansea, Wales","Chocolate, Hazelnut and Fig Biscotti",10,IN,Memory Box,"Chocolate, Hazelnut and Fig Biscotti",Memory Box
6,2,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",Chocolate Chunk and Hazelnut Biscotti,4,IN,Sundried Tomato Cheese Biscuit Box,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box
6,2,Tamal,Ray,29,Trainee anaesthetist,Manchester,"Cinnamon, Maple and Cranberry Biscotti",8,IN,Chessboard Box,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box
6,2,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",White Wine Biscotti,7,IN,Baby Climbing into the Cookie Box,White Wine Biscotti,Baby Climbing into the Cookie Box
6,3,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire","Prosciutto, Manchego and Balsamic Onion Soda Breads",4,IN,Cornucopia,"Prosciutto, Manchego and Balsamic Onion Soda Breads",Cornucopia
6,3,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",Walnut and Stilton Soda Breads,6,OUT,Unmade Bread,Walnut and Stilton Soda Breads,Unmade Bread
6,3,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Fig and Hazelnut Rye Breads,2,IN,Herb Couture,Fig and Hazelnut Rye Breads,Herb Couture
6,3,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Wild Garlic Pesto Soda Breads,1,STAR BAKER,Flour Power,Wild Garlic Pesto Soda Breads,Flour Power
6,3,Mat,Riley,37,Fire fighter,London,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",8,IN,Curry Inspired Brighton Pavilion,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion
6,3,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,Mexican Bread with Warm Tomato Salsa,9,IN,Snake Charmer's Basket,Mexican Bread with Warm Tomato Salsa,Snake Charmer's Basket
6,3,Paul,Jagger,49,Prison governor,"Swansea, Wales",Cranberry and Orange Sweet Soda Breads,10,IN,King of the Jungle,Cranberry and Orange Sweet Soda Breads,King of the Jungle
6,3,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",Soda Breads with Smoked Bacon and Onion,7,IN,Basket of Bread Flowers with a Walnut and Blue Cheese Centre,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre
6,3,Tamal,Ray,29,Trainee anaesthetist,Manchester,"Fig, Cheese and Walnut Breads",3,IN,Breadcycle,"Fig, Cheese and Walnut Breads",Breadcycle
6,3,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Chocolate Quick Breads with Salted Caramel Sauce,5,IN,Easter Basket,Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket
6,4,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",Blackberry Crème Brûlées,9,IN,Tower of Fruits Cheesecakes,Blackberry Crème Brûlées,Tower of Fruits Cheesecakes
6,4,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Rhubarb and Ginger Crème Brûlées,3,IN,Elderflower and Granola Cheesecakes,Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes
6,4,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Pomegranate Two Ways Crème Brûlées,4,STAR BAKER,Trio of Spicy and Herby Baked Cheesecakes,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes
6,4,Mat,Riley,37,Fire fighter,London,Coconut Crème Brûlées,7,IN,Chocolate Bar Cheesecakes,Coconut Crème Brûlées,Chocolate Bar Cheesecakes
6,4,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,Cinnamon Tea Crème Brûlées,8,IN,Fizzy Pop Cheesecakes,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes
6,4,Paul,Jagger,49,Prison governor,"Swansea, Wales",Almond Crème Brûlées,1,IN,Berry Cheesecake Tower,Almond Crème Brûlées,Berry Cheesecake Tower
6,4,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",Pontefract Crème Brûlées,6,OUT,"Cassata, Whisky and Orange & Apple Pie Cheesecakes",Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes"
6,4,Tamal,Ray,29,Trainee anaesthetist,Manchester,Rhubarb and Ginger Crème Brûlées,5,IN,"Mango, Hazelnut and Rosemary Cheesecake Trio",Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio"
6,4,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Marula Fruit and Coffee Liqueur Crème Brûlées,2,IN,"Lime, Coconut and Hazelnut Cheesecakes",Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes"
6,5,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",Pineapple Upside Down Cake,8,IN,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll",Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
6,5,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross","Pistachio, Apple and Cardamom Madeleine Cake",3,IN,Chocolate and Pear Bûche,"Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche
6,5,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Honey and Flowers Cake,5,IN,Dessert Island,Honey and Flowers Cake,Dessert Island
6,5,Mat,Riley,37,Fire fighter,London,Sugar Free Carrot Cake,4,IN,Raspberry and Coconut Ice Cream Roll,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll
6,5,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,Naked Blueberry and Caraway Crunch Cake,1,STAR BAKER,Chocolate and Strawberry Lime Ice Cream Roll,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll
6,5,Paul,Jagger,49,Prison governor,"Swansea, Wales",Carrot & Pecan Cake,2,IN,Dessert Island Getaway,Carrot & Pecan Cake,Dessert Island Getaway
6,5,Tamal,Ray,29,Trainee anaesthetist,Manchester,Honey and Grapefruit Polenta Cake,7,IN,Passion Fruit and Pineapple Ice Cream Roll,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll
6,5,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Chocolate and Hazelnut Sugar-Free Cake,6,OUT,"Chocolate, Peanut Butter and Grape Jam Roll",Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll"
6,6,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",Plum Frangipane Tart,6,OUT,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents
6,6,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Apricot and Rosemary Frangipane Tart,2,IN,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents
6,6,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Pear and Raspberry Frangipane Tart,3,IN,vol-au-vents Terre et Mer,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer
6,6,Mat,Riley,37,Fire fighter,London,Piña Colada Frangipane Tart,1,STAR BAKER,His 'n' Hers Vol-au-vents,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents
6,6,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,"Bay Leaf, Rong Tea and Pear Tart",4,IN,Bengali Korma and Clementine with Cod Vol-au-vents,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents
6,6,Paul,Jagger,49,Prison governor,"Swansea, Wales",Christmas Frangipane Tart,5,IN,Savoury and Sweet Bouchées,Christmas Frangipane Tart,Savoury and Sweet Bouchées
6,6,Tamal,Ray,29,Trainee anaesthetist,Manchester,Spiced Pear Frangipane Tart,7,IN,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents
6,7,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Game Pie with Shallot and Apple Chutney,4,IN,"Raspberry, Pomegranate and Champagne Charlotte Russe",Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe"
6,7,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Roadkill Pie,5,IN,Victoria's Crown Charlotte Russe,Roadkill Pie,Victoria's Crown Charlotte Russe
6,7,Mat,Riley,37,Fire fighter,London,Raised Venison and Pigeon Pie,6,OUT,Strawberry Charlotte Russe,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe
6,7,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,Aromatic Raised Game Pie,1,IN,Mango and Raspberry Charlotte Russe,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe
6,7,Paul,Jagger,49,Prison governor,"Swansea, Wales",Not a Boaring Pie,2,IN,Charlotte Rose,Not a Boaring Pie,Charlotte Rose
6,7,Tamal,Ray,29,Trainee anaesthetist,Manchester,Middle Eastern Game Pie,3,STAR BAKER,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe"
6,8,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,3,IN,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne
6,8,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Mont Blanc & Black Forest Gâteau Horns,2,IN,Nun with Hidden Passions,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions
6,8,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,Rose Pistachio and Mocha Hazelnut Horns,1,STAR BAKER,Bubble Gum and Peppermint Cream Religieuse à l'ancienne,Rose Pistachio and Mocha Hazelnut Horns,Bubble Gum and Peppermint Cream Religieuse à l'ancienne
6,8,Paul,Jagger,49,Prison governor,"Swansea, Wales",Café Tipple & Banana Crunch-away Horns,5,OUT,Religieuse à l'ancienne,Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne
6,8,Tamal,Ray,29,Trainee anaesthetist,Manchester,Lime & Mascarpone and Malt Cream Horns,4,IN,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne
6,9,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Passion Fruit and Chocolate Tart,1,OUT,Cocoa Carousel,Passion Fruit and Chocolate Tart,Cocoa Carousel
6,9,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Chocolate and Bay Tart,3,IN,Chocolate Well,Chocolate and Bay Tart,Chocolate Well
6,9,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,Peanut Salted Caramel and Chocolate Tart,4,STAR BAKER,Peacock in Nan's Door,Peanut Salted Caramel and Chocolate Tart,Peacock in Nan's Door
6,9,Tamal,Ray,29,Trainee anaesthetist,Manchester,Chocolate New York Pie,2,IN,Chocolate Bell Tower,Chocolate New York Pie,Chocolate Bell Tower
6,10,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Elderflower and Lemon & Spiced Buns,2,Runner-up,Colossal Curvy Carrot Cake,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake
6,10,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,1,WINNER,My Big Fat British Wedding Cake,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake
6,10,Tamal,Ray,29,Trainee anaesthetist,Manchester,Cinnamon and Apple & Toffee and Marmalade Iced Buns,3,Runner-up,Sticky Toffee Pudding Cake,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake
7,1,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",Lemon and Rosemary Drizzle Cake,12,IN,'Ultimate Indulgence' Mirror Glaze Cake,Lemon and Rosemary Drizzle Cake,'Ultimate Indulgence' Mirror Glaze Cake
7,1,Benjamina,Ebuehi,23,Teaching assistant,South London,"Pistachio, Cardamom and Lemon Drizzle Cake",6,IN,White Chocolate Mirror Glaze with Salted Praline Buttercream,"Pistachio, Cardamom and Lemon Drizzle Cake",White Chocolate Mirror Glaze with Salted Praline Buttercream
7,1,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",Raspberry and Rhubarb Drizzle Custard Bundt Cake,5,IN,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?",Raspberry and Rhubarb Drizzle Custard Bundt Cake,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?"
7,1,Jane,Beedle,61,Garden designer,Beckenham,Lemon and Poppy Seed Drizzle Cake,7,STAR BAKER,Chocolate Orange Mirror Cake,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake
7,1,Kate,Barmby,37,Nurse,"Brooke, Norfolk",Berry Best Apple and Bramble Drizzle Cake,4,IN,One Swallow Does Not Make A Summer Cake,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake
7,1,Lee,Banfield,67,Pastor,Bolton,St. Clements Orange and Lemon Drizzle Cake,11,OUT,Strawberry Surprise Mirror Cake,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake
7,1,Louise,Williams,46,Hairdresser,Cardiff,Orange Liqueur and Lemonade Drizzle Cake,9,IN,White Chocolate Trifle Mirror Glaze Cake,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake
7,1,Michael,Georgiou,20,Student,Durham,"Lime, Ginger and Honey Drizzle Cake",3,IN,Matcha Tea Chocolate Mirror Glaze,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze
7,1,Rav,Bansal,28,Student support,Erith,Ginger Spice Yuzu Drizzle Cake,8,IN,Colombian Mocha Mirror Glaze Cake,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake
7,1,Selasi,Gbormittah,30,Client service associate,London,Citrus and Spice Drizzle Cake,1,IN,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake",Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake"
7,1,Tom,Gilliford,26,Project engagement manager,Rochdale,G&T Drizzle Cake,2,IN,Black Forest Broken Mirror,G&T Drizzle Cake,Black Forest Broken Mirror
7,1,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,Mum's Orange and Lemon Drizzle,10,IN,Chocolate Sponge with Four Fruit Frosting,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting
7,2,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",Beehive Biscuits,4,IN,Punting in Cambridge,Beehive Biscuits,Punting in Cambridge
7,2,Benjamina,Ebuehi,23,Teaching assistant,South London,Bouquet Biscuits,3,IN,"New York, New York",Bouquet Biscuits,"New York, New York"
7,2,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire","Salted Caramel, Chocolate Iced Shiny Hearts",8,STAR BAKER,Gingerbread Pub with Sticky Ginger Carpet,"Salted Caramel, Chocolate Iced Shiny Hearts",Gingerbread Pub with Sticky Ginger Carpet
7,2,Jane,Beedle,61,Garden designer,Beckenham,Flower Pot Iced Biscuits,2,IN,Hastings Old Town Fishing Net Shops and Boat,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat
7,2,Kate,Barmby,37,Nurse,"Brooke, Norfolk","""A Biscuit for the Broads""",1,IN,"""I Promise I will do my best""","""A Biscuit for the Broads""","""I Promise I will do my best"""
7,2,Louise,Williams,46,Hairdresser,Cardiff,Baa Bara Brith Biscuits,10,OUT,Gingerbread Wedding,Baa Bara Brith Biscuits,Gingerbread Wedding
7,2,Michael,Georgiou,20,Student,Durham,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",9,IN,Trip to See Santa in Lapland,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland
7,2,Rav,Bansal,28,Student support,Erith,Union Jack Bunting Biscuits,6,IN,Gingerbread Christmas Fairground,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground
7,2,Selasi,Gbormittah,30,Client service associate,London,"""Wheelie Hot Iced Biscuits""",11,IN,Stained Glass Window Gingerbread Church,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church
7,2,Tom,Gilliford,26,Project engagement manager,Rochdale,Chai Frappelatteccino Biscuits,7,IN,Tom and Pod's Near Death Experience,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience
7,2,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,Sunday Treat Iced Ice Cream Cone Biscuits,5,IN,From Holland to New York via Yorkshire,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire
7,3,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",Chocolate Barmbrack Bread,2,IN,Braided Harvest Bread Basket,Chocolate Barmbrack Bread,Braided Harvest Bread Basket
7,3,Benjamina,Ebuehi,23,Teaching assistant,South London,"Chocolate, Tahini and Almond Babka",6,IN,Braided Bread Heart,"Chocolate, Tahini and Almond Babka",Braided Bread Heart
7,3,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire","Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",3,IN,Italian Light and Dark Rye Twist,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",Italian Light and Dark Rye Twist
7,3,Jane,Beedle,61,Garden designer,Beckenham,Chocolate and Cranberry Couronne,9,IN,Chorizo and Chilli Flower with Parmesan and Pesto Centre,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre
7,3,Kate,Barmby,37,Nurse,"Brooke, Norfolk",Cobbled Loaf,8,IN,The Corn Maiden,Cobbled Loaf,The Corn Maiden
7,3,Michael,Georgiou,20,Student,Durham,Chocolate and Chilli Swirl Plait,7,OUT,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous
7,3,Rav,Bansal,28,Student support,Erith,"Chocolate, Cardamom and Hazelnut Loaf",10,IN,Three Tier Diwali Bread Centrepiece,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece
7,3,Selasi,Gbormittah,30,Client service associate,London,"Chocolate, Orange and Cinnamon Bread",5,IN,Bedouin Escape Tear and Share Bread,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread
7,3,Tom,Gilliford,26,Project engagement manager,Rochdale,Chocolate Orange and Chilli Swirl Bread,4,STAR BAKER,Jörmungandr and Mjölnir,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir
7,3,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,Double Chocolate Cinnamon Twist Loaf,1,IN,"""And They All Went Into The Ark To Get Out Of The Rain""",Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain"""
7,4,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",Yorkshire 'Tapas' Puddings,4,IN,Churros Window Box,Yorkshire 'Tapas' Puddings,Churros Window Box
7,4,Benjamina,Ebuehi,23,Teaching assistant,South London,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",1,STAR BAKER,Tropical Churros,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",Tropical Churros
7,4,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",Yorkshire Wellingtons,2,IN,Two-Way Peanut Butter Churros,Yorkshire Wellingtons,Two-Way Peanut Butter Churros
7,4,Jane,Beedle,61,Garden designer,Beckenham,Meat and Two Veg Yorkshires,3,IN,Pistachio and White Chocolate Churros,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros
7,4,Kate,Barmby,37,Nurse,"Brooke, Norfolk",Christmas Dinner Compromise,7,OUT,Hot Cross Bunny Churros,Christmas Dinner Compromise,Hot Cross Bunny Churros
7,4,Rav,Bansal,28,Student support,Erith,Thai Tofu Panang Yorkshires,9,IN,Three Dip Matcha Pistachio Churros,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros
7,4,Selasi,Gbormittah,30,Client service associate,London,Perfect Sunday Roast Accompaniment,8,IN,Lemon and Anise Churros,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros
7,4,Tom,Gilliford,26,Project engagement manager,Rochdale,West Yorkshire Fusion Puddings,5,IN,Fennel Churros Snake In The Grass,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass
7,4,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,Mum's Chilli Yorkshire Puddings,6,IN,Orange Chocolate Churros,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros
7,5,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",Mum and Dad's Breakfast Pastries,6,IN,Spicy Chorizo Squash Parcels and Baklava Bites,Mum and Dad's Breakfast Pastries,Spicy Chorizo Squash Parcels and Baklava Bites
7,5,Benjamina,Ebuehi,23,Teaching assistant,South London,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,5,IN,Plantain and Spinach Samosas and Chai Pear Cups,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,Plantain and Spinach Samosas and Chai Pear Cups
7,5,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire","Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish",2,STAR BAKER,"Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups","Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups"
7,5,Jane,Beedle,61,Garden designer,Beckenham,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish",1,IN,"Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones"
7,5,Rav,Bansal,28,Student support,Erith,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",8,IN,Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas
7,5,Selasi,Gbormittah,30,Client service associate,London,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels",3,IN,"Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups","Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups"
7,5,Tom,Gilliford,26,Project engagement manager,Rochdale,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,4,IN,Yin and Yang Amuse-bouche,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche
7,5,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls",7,OUT,"Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels","Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels"
7,6,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",Tangy Lime and Ginger Meringue Pie,6,IN,Spring Elderflower Trio,Tangy Lime and Ginger Meringue Pie,Spring Elderflower Trio
7,6,Benjamina,Ebuehi,23,Teaching assistant,South London,Grapefruit and Ginger Meringue Pie,2,IN,Floral Tea Cake,Grapefruit and Ginger Meringue Pie,Floral Tea Cake
7,6,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire","Lime, Coconut and Lemongrass Sugar Meringue Pie",5,IN,Four Seasons Cake,"Lime, Coconut and Lemongrass Sugar Meringue Pie",Four Seasons Cake
7,6,Jane,Beedle,61,Garden designer,Beckenham,Lime and Coconut Meringue Pie,4,IN,Three Tier Orange Cake with a Floral Chocolate Collar,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar
7,6,Rav,Bansal,28,Student support,Erith,Mandarin Margarita Meringue Pie,3,OUT,Blossom Cake,Mandarin Margarita Meringue Pie,Blossom Cake
7,6,Selasi,Gbormittah,30,Client service associate,London,"Grapefruit, Orange and Mint Meringue Pie",7,IN,Three Tiered Ombré Floral Cake,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake
7,6,Tom,Gilliford,26,Project engagement manager,Rochdale,Blood Orange Halloween Pumpkin Pie,1,STAR BAKER,Floral Tea Cake,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake
7,7,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",Tropical Holiday Roulade,1,STAR BAKER,Childhood Ice Cream Mousse Cakes,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes
7,7,Benjamina,Ebuehi,23,Teaching assistant,South London,Piña Colada Roulade,3,IN,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake
7,7,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",Crowd Pleaser Roulade,2,IN,Blackberry and Raspberry Bubbles and After Dinner Mousse,Crowd Pleaser Roulade,Blackberry and Raspberry Bubbles and After Dinner Mousse
7,7,Jane,Beedle,61,Garden designer,Beckenham,Chocolate and Hazelnut Roulade,4,IN,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses"
7,7,Selasi,Gbormittah,30,Client service associate,London,Summer Picnic Roulade,6,IN,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes"
